bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
KS:2025:HB2172,KS,Kansas,HB 2172,House,Senate Substitute for HB 2172 by Committee on Agriculture and Natural Resources - Establishing the water program task force to evaluate the state's water program and funding for such program and requiring the task force to establish a water planning work group and submit a report the legislature and the governor.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2173,KS,Kansas,HB 2173,House,Authorizing certain offenders to petition for relief from registration requirements under the Kansas offender registration act.,bill,in_committee,dead,,,,,2025-02-27,1,legiscan,2940000,0,0,,494,
KS:2025:HB2174,KS,Kansas,HB 2174,House,Enacting the attorney training program for rural Kansas act to provide financial assistance to lawyers and law students who practice law in rural areas.,bill,introduced,active,,,,,2025-02-13,1,legiscan,2940000,0,0,,508,
KS:2025:HB2175,KS,Kansas,HB 2175,House,"Requiring the secretary for children and families to notify the parent of a child who is the subject of an investigation of abuse or neglect of such parent's rights during such investigation and to complete a written report upon closing such an investigation, providing for an agreement between the parent of a child and the secretary if such child is removed from the home during an investigation of abuse or neglect and a parent to withhold certain information except when otherwise ordered by a court.",bill,introduced,active,,,,,2025-02-07,1,legiscan,2940000,0,0,,514,
KS:2025:HB2176,KS,Kansas,HB 2176,House,Requiring the Kansas state high school activities association to establish a school classification system based on student attendance and a multiplier factor that adjusts certain schools' student attendance.,bill,in_committee,active,,,,,2025-01-30,1,legiscan,2940000,0,0,,522,
KS:2025:HB2177,KS,Kansas,HB 2177,House,Increasing the criminal penalties for certain violations of fleeing or attempting to elude a police officer when the person has prior convictions of the offense.,bill,passed_chamber,active,,,,,2025-03-04,1,legiscan,2940000,0,1,,489,
KS:2025:HB2178,KS,Kansas,HB 2178,House,Allowing persons with felony drug convictions to receive benefits under the supplemental nutrition assistance program.,bill,in_committee,dead,,,,,2025-02-03,1,legiscan,2940000,0,0,,518,
KS:2025:HB2179,KS,Kansas,HB 2179,House,"Prohibiting fines and fees from being assessed against a juvenile or a juvenile's parent, guardian or custodian in a case pursuant to the revised Kansas juvenile justice code.",bill,introduced,dead,,,,,2025-02-20,1,legiscan,2940000,0,0,,501,
KS:2025:HB2180,KS,Kansas,HB 2180,House,"Establishing the blind information access act to require the state library to provide on-demand information access services to persons who are blind, visually impaired, deafblind or print disabled.",bill,introduced,dead,,,,,2026-02-19,1,legiscan,2940000,0,0,,137,
KS:2025:HB2181,KS,Kansas,HB 2181,House,Enacting the uniform family law arbitration act.,bill,in_committee,dead,,,,,2025-02-05,1,legiscan,2940000,0,0,,516,
KS:2025:HB2182,KS,Kansas,HB 2182,House,"Prohibiting a sheriff from charging a fee for service of process for proceedings under the protection from abuse act and the protection from stalking, sexual assault or human trafficking act.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2183,KS,Kansas,HB 2183,House,"Modifying elements in the crimes of sexual exploitation of a child, unlawful transmission of a visual depiction of a child and breach of privacy to prohibit certain acts related to visual depictions in which the person depicted is indistinguishable from a real child, morphed from a real child's image or generated without any actual child involvement, provide an exception for cable services in the crime of breach of privacy and prohibit dissemination of certain items that appear to depict or purport to depict an identifiable person.",bill,enacted,enacted,,,,,2026-02-06,1,legiscan,2940000,1,1,,150,
KS:2025:HB2184,KS,Kansas,HB 2184,House,Providing for the regulation of supplemental nursing services agencies and healthcare workers platforms by the secretary for aging and disability services.,bill,introduced,active,,,,,2025-02-11,1,legiscan,2940000,0,0,,510,
KS:2025:HB2185,KS,Kansas,HB 2185,House,Updating the Kansas national guard educational assistance act to include dependents of national guard members and the Kansas national guard educational master's for enhanced readiness and global excellence (EMERGE) program to include other advanced degrees.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2186,KS,Kansas,HB 2186,House,Requiring school districts to prohibit the use of privately owned electronic communication devices during school hours and to prohibit students from using school district computers or devices to access social media platforms.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2187,KS,Kansas,HB 2187,House,"Requiring government agencies, public utilities and other entities when exercising the power of eminent domain to make a good faith offer for the property prior to filing an eminent domain action, providing the good faith offer, if greater than the appraiser's award, shall be deposited with the court, allowing appeals from that amount, prohibiting the exercise of eminent domain for recreational trails and park and recreational facilities and deleting the power of the legislature to condemn property for economic development.",bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2188,KS,Kansas,HB 2188,House,Enacting the defend the guard act to prescribe when the Kansas national guard may be released from the state for active duty combat.,bill,in_committee,active,,,,,2026-03-17,1,legiscan,2940000,0,0,,111,
KS:2025:HB2189,KS,Kansas,HB 2189,House,Providing an income tax subtraction modification for sales or taking of property subject to eminent domain.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2190,KS,Kansas,HB 2190,House,Declaring the even-numbered year general election day as a legal public holiday.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2191,KS,Kansas,HB 2191,House,"Authorizing legal publications to be made on internet websites selected by the governing body of a city, county or school district.",bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2192,KS,Kansas,HB 2192,House,"Limiting or prohibiting work release for people convicted of a second or third offense of domestic battery, requiring an offender convicted of a first offense to undergo a domestic violence offender assessment, excluding certain offenders convicted of a nonperson felony from participation in certified drug abuse treatment programs and authorizing community correctional services officers to complete criminal risk-need assessments for divertees who are committed to such programs.",bill,enacted,enacted,,,,,2026-04-09,1,legiscan,2940000,1,1,,88,
KS:2025:HB2193,KS,Kansas,HB 2193,House,Enacting the every mom matters act to require the state treasurer to contract with eligible organizations to provide information and support services to pregnant women and parents considering adoption.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2194,KS,Kansas,HB 2194,House,Providing a KPERS working after retirement exemption from the employer contribution rate for retirants who are employed as teachers by a school district in a position for which a certificate to teach is required.,bill,introduced,active,,,,,2025-02-14,1,legiscan,2940000,0,0,,507,
KS:2025:HB2195,KS,Kansas,HB 2195,House,Establishing the Kansas technical college operating grant fund administered by the state board of regents.,bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2196,KS,Kansas,HB 2196,House,Providing a permanent exemption for postsecondary educational institutions from the public buildings requirements under the personal and family protection act.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2197,KS,Kansas,HB 2197,House,"Providing a sales tax exemption for purchases made by sleep in heavenly peace, inc.",bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2198,KS,Kansas,HB 2198,House,Enacting the gun violence restraining order act to authorize the issuance of protective orders prohibiting the acquisition and possession of firearms by certain individuals.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2199,KS,Kansas,HB 2199,House,Authorizing the Kansas state employees health care commission to provide insurance coverage for certain allergen introduction dietary supplements for infants under the state health care benefits program and requiring the commission to submit an impact report to the legislature if such coverage is provided.,bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2200,KS,Kansas,HB 2200,House,"Creating a traffic infraction for not securely storing a firearm in an unattended vehicle, providing exceptions and penalties therefor and requiring the office of the attorney general to conduct a secure storage of firearms educational campaign and create materials therefor.",bill,in_committee,active,,,,,2025-01-31,1,legiscan,2940000,0,0,,521,
KS:2025:HB2201,KS,Kansas,HB 2201,House,"Providing for the FFA, route 66 association of Kansas and blackout distinctive license plates, creating the license plate replacement fund and modifying requirements for the issuance and production of license plates and the documentation requirements for military license plate applications.",bill,enacted,enacted,,,,,2025-04-10,1,legiscan,2940000,1,1,,452,
KS:2025:HB2202,KS,Kansas,HB 2202,House,Requiring the state board of regents and postsecondary educational institutions to provide certain pre-service teachers with essential knowledge and skills to support children affected by fetal alcohol syndrome disorder.,bill,in_committee,active,,,,,2025-02-03,1,legiscan,2940000,0,0,,518,
KS:2025:HB2203,KS,Kansas,HB 2203,House,Including children with fetal alcohol syndrome disorder under the definition of other health impairment in the special education for exceptional children act.,bill,introduced,active,,,,,2026-01-22,1,legiscan,2940000,0,0,,165,
KS:2025:HB2204,KS,Kansas,HB 2204,House,"Declaring that the world health organization, the united nations and the world economic forum have no power within the state of Kansas or any political subdivisions thereof to enforce any rule, regulation, fee, tax, policy or mandate.",bill,passed_chamber,active,,,,,2026-01-16,1,legiscan,2940000,0,1,,171,
